"album","lyrics","title","url"
"Slanted And Enchanted (1992)","Ice baby, I saw your girlfriend and she's
Eating her fingers like they're just another meal
But she waits there in the levee washes
Mixing cocktails with a plastic-tipped cigar
My eyes stick to all the shiny robes
You wear on the protein delta strip in an abandoned house
But I will wait there, I'll be waiting forever
I'm waiting, waiting, waiting, waiting, waiting, waiting, waiting, waiting
Minerals, ice deposit daily
Drop off the first shiny robe
I've got a lot of things I want to sell, but
Not here, babe, Tokyo
Every time I sit around, I find I'm shot
Every time I sit around, I find I'm shot
Every time I turn around, my friend, every time I sit around, my friend
Every time, every time, every time, every time, every time, every time,
You're my summer babe
Summer babe
Summer babe
Summer babe","Summer Babe","http://lyrics.fandom.com/wiki/Pavement:Summer_Babe"
"Watery, Domestic (1992)","Here we go
She's on a hidden tableau
Just the two for one
And a two for one is right
Down my alley sight
I'm just a wasted beehive
Don't you know
It's an easy thing when it's lost
Does it show when the ends are frayed
And it's tossed out
Lined with silver thread
I've seen your wasted beehive
She's so lackadaisical
Shoulda been a West coast bride
Back seat on electric glide
And pilots flying drive by fades
Don't hold your breath too long
This tunnel is a Texas mile
Galaxies and yellow eyes
Bleach a daisy second prize
Cherry pickin' vagrants
My da' was locked, I guess I'd feel fine
The way the river bends
The one who's bendin' over me","Texas Never Whispers","http://lyrics.fandom.com/wiki/Pavement:Texas_Never_Whispers"
"Terror Twilight (1999)","Capistrano swallow
Answer to your inner voice and please return
God installed that radar
In your pointy little beak so you'd return
Epileptic surgeons with their eyes x'ed out
Attend to the torn-up kid
Salivate and reckon
With all the sick things that you did
The secondary stumbles
'Cause the cadence of the count has led them astray
Pray their intuition
Leads them crashing into bodies in a perfect way
But I, I saw you
Reeling in a parking lot
I, I saw you
Rally 'round a parking lot
Line up for the comfort and kick it on the bumper
No, there is no leeway
You're standing on the freeway in love
Motion, you were destined for the pauper's grave
Architecture students
Are like virgins with an itch they cannot scratch
Never build a building 'til you're fifty
What kind of life is that?
Stalled out on an escalator
Wishing which way to return, up or down
My Palestinian nephew
Got his face blown off in a dusty craft","The Hexx","http://lyrics.fandom.com/wiki/Pavement:The_Hexx"
"Unknown","Under blue moon I saw you
So soon you'll take me
Up in your arms
Too late to beg you or cancel it
Though I know it must be
The killing time
Unwillingly mine
Fate
Up against your will
Through the thick and thin
You must wait until
You give yourself to him
In starlit nights I saw you
So cruel you'll take me
Your lips a magic world
Your sky all hung with jewels
The killing moon
Will come too soon
Fate
Up against your will
Through the thick and thin
You must wait until
You give yourself to him
Cucumber, cu-cu-cumber, ca-ca-ca-ca-cabbage
Cucumber, cu-cu-cu-cu-cu-cu-cu-cu-cabbage
He's a yo-yo man
Always up and down
So take him to the end of his temper
Fate
Up against your will
Through the thick and thin
You must wait until
You give yourself to him
Fate
Up against your will
Through the thick and thin
You must wait until
You give yourself, you give yourself to him
You give yourself to him
You give yourself to him","The Killing Moon","http://lyrics.fandom.com/wiki/Pavement:The_Killing_Moon"
"Spit On A Stranger (1999)","Patterns divergin'
Don't raise the flag
For the sake of a volleyball
Bitters and rag
But you'll never try
Never collide
When wanderin' the piece of the shakin' you try
There's the pattern of the marketplace
See the value of what you never had
There's the pattern in the target face
See the lick align when they flounder
There's a porpoise in the hand grenade
There's divergent ways that make me love you
There's an armature and enemas
There's a spangled life that you gin harden
Columns of acorn
Hail from above
Shakin' the trees
Shakin' my love
But my happy Monday
See that it's Monday
My everything is all the heart that won't run
There's a matter that we'd like to share
With all who are concerned about progress
It's a-never gonna get to me
'Cause I'm broken and I know I'm wishin'
You're a gib and chain
You're a cadent chain
You're a cadent chain
You're a cadent jane","The Porpoise And The Hand Grenade","http://lyrics.fandom.com/wiki/Pavement:The_Porpoise_And_The_Hand_Grenade"
"Unknown","Hey, do you need a reason?
Is there a separate season
From which to come out of the spring?
I'll wait all summer long
And the the winter's long
Then it's longer than after
I don't need a timekeeper, I don't need an interlocutor
And baby, you look a little cuter day by day
If you need a trademark for your sound you better look around
Treat her like a woman, not a door
And we'll get some more
Yeah, yeah
Hold me off and run
Maybe I could be a squirt, loosen up your magic dirt
Waiting for the excellent coming of age
Maybe then you'd squirt along, squirt along, squirt along
So what you want to do?
So easily fooled ya, she got to marry me
I know she got to marry (don't do it!)
You got to marry me
And you got to marry me (no!)
Marry me, grow up and marry me (I won't!)
Sweet sisters of London, and Brixton
Hey, just on some respects
I might be enough to cover you up and hold you down
Wrestle you up, run, run you around
Blink at me once and you might see the color is red
Blurring up your eyes and your head
And listen to the water when you're down to come up to the beach
That's Hull
Coppertones and second homes, everybody needs a home
Take centuries to build and seconds to fall
I waited so patiently for you to fall!
But you never, ever fall, whoa
So easily fooled you
Oh so, so, so easily fooled you
So easily fooled, oh so easily fooled
This one goes out to Newcastle, to all the fly girls in Birmingham, midland (?) up, up, up and far away up into the highlands of Scotland, tartan and (?), and green and red and black and a little bit of yellow, and buy me a sweater please, I've gained 20 pounds--that would equal roughly forty dollars back in 1987 with the green ripoff exchange rate and the prime-rate interest-slashing Germans have screwed up our monetary plan. (whatever.)","The Sutcliffe Catering Song","http://lyrics.fandom.com/wiki/Pavement:The_Sutcliffe_Catering_Song"
"Brighten The Corners (1997)","You better find your way out, you better learn how to run
You better walk away and leave the angles for the shills
Well, I've been thinking for days about the means and the ways
That I could hate all I touch, I know you're my lady
But I could trickle, I could flood
A voice coach taught me to sing, he couldn't teach me to love
All the above
Easy talking, border blocking, transport is arranged
Praise the grammar police, set me up with your niece
Walk to Baltimore and keep the language off the street
Well, I'm of several minds, I am the worst of my kind
I want to cremate the crutch, I know you're my lady
But phone calls could corrupt the morning
I heed the surgeon's warning
Pillars of eights
I swung my fiery sword
I vent my spleen at the lord
He is abstract and bored
Too much milk and honey
Well, I'll waltz through the wilderness
With nothing but a compass and a canteen
Setting the scenes
Easy walking, border blocking, transport is arranged","Transport Is Arranged","http://lyrics.fandom.com/wiki/Pavement:Transport_Is_Arranged"
"Unknown","Lies and betrayals
Fruit-covered nails
Electricity and lust
Won't break the door
I've got a heavy coat
It's filled with rocks and sand
And if I lose it
I'll be coming back today
(I got a message for you)
I'll be coming back today
(I keep it in my hand)
Ya know I'm coming back one day
(I've got a sister or two)
And I'll be coming back today
Ex-magician
Still knows the tricks
Tricks are everything to me
Until it's free
I've got a trigger cut
And I can't pull it back
But if I learn how I'll be
Coming back today
(I got a message for you)
You know I'm coming back today
(I keep it in my hand)
And you will look at me and say
(I've got a sister to you?)
That you just wish I went away.
Sha-la-la-la-la-la-la-la-la-la-la-la-la-la
Oh-oh, oh-oh-oh-oh-oh-oh
I learned the truth,
The truth of the words,
Truth I made for you
Because it's just as good
And if I spit it out
Before I chew the
Ring I'll rearrange it
Till it looks just right today
(I got a message for you)
And I'll be coming my way
(I keep it in my hand)
And you will look at me and say
(I've got a sister or two)
That you just wish I went away... today.","Trigger Cut","http://lyrics.fandom.com/wiki/Pavement:Trigger_Cut"
"Slanted And Enchanted (1992)","Lies and betrayals, fruit-covered nails
Electricity and lust won't break the door
I've got a heavy coat, it's filled with rocks and sand
And if I lose it
I'll be coming back today (I've got a message for you)
I'll be coming back today (I keep it in my hand)
You know I'm coming back one day (I've got a system for two)
And I'll be coming back today
Ex-magician that still knows the tricks
Tricks are everything to me until it's free
I've got a trigger cut and I can't pull it back
But if I learn how
I'll be coming back today (I've got a message for you)
You know I'm coming back today (I keep it in my hand)
And you will look at me and say (I've got a system for two)
That you just wish I went away
I learned the truth, the truth of the words
Truth I made for you because it's just as good
And if I spit it out before I chew the ring
I'll rearrange it 'til it
Looks just like today (I've got a message for you)
And I'll be coming back my way (I keep it in my hand)
Then you will look at me and say (I've got a system for two)
That you just wish I went away, today","Trigger Cut/Wounded-Kite At :17","http://lyrics.fandom.com/wiki/Pavement:Trigger_Cut/Wounded-Kite_At_:17"
"Slanted And Enchanted (1992)","Two states
We want two states
North and south
Two, two states
Forty million daggers
Forty million daggers
Forty million daggers
Forty million daggers
Two states
We want two states
There's no culture
There's no spies
Forty million daggers
Forty million daggers
Forty million daggers
Forty million daggers","Two States","http://lyrics.fandom.com/wiki/Pavement:Two_States"
"Brighten The Corners (1997)","Sherri, you smell different
Get up early in the bed, for you morning comes so easy
Spells have been cast and the urge has been lost
Snipers posted bills, as they should, of our midnight vacation
Back on the planet now
I'm beginning to see just how
Echelon your dreams and they'll come true
Type slowly
One of us is a cigar stand
And one of us is a lovely blue incandescent guillotine
The edge of creation is blurred and blushed
Not a lot of room to grow inside this leather terrarium
People of the bay
It is excruciatingly gray
Face the front when he comes for you
Type slowly
Cherish your memorized weakness
Fashioned from a manifesto
Lady, I am no futurist
I'm my only critic, I
Trolls in the glen are consorting again
The liberals say they don't exist, but I know that they do
Reinforce your literal ass
Hit it on the first or second pass
Frozen images, respected few
Type slowly","Type Slowly","http://lyrics.fandom.com/wiki/Pavement:Type_Slowly"
"Crooked Rain, Crooked Rain (1994)","Down in Santa Rosa and over the bay
Across the grapevine to LA
We've got desert, we've got trees
We've got the hills of Beverly
Let's burn the hills of Beverly!
Walk with your credit card in the air
Swing it nine times like you just don't care
This is the slow, sick, sucking part of me
This is the slow, sick, sucking part of me
And when I suck in kisses, it's ours
Up to the top of the Shasta Gulch
To the bottom of the Tahoe Lake
Man-made deltas and concrete rivers
The south takes what the north delivers
You film hack, I don't use your fade
Lost in the foothills of my pride
Trocadero, say goodnight
To the last psychadelic band
From Sacto, Northern Cal
From Sacto, Northern Cal
Take it neighbor, 'cause you're my neighbor
And I need favors, you're my neighbor
You've done me favors 'cause I'm your neighbor
I'm not your neighbor, you Bakersfield trash","Unfair","http://lyrics.fandom.com/wiki/Pavement:Unfair"
"ative (1993)","Some bands I like to name check
And one of them is
R.E.M.
Classic songs with a long history
Southern boys, just like you and me
R.E.M.
Flashback, it's nineteen eighty-three
Chronic Town
was their first EP
Later on came
Reckoning
Finster'sart
and titles to match
South Central Rain
Don't Go Back to Rockville
Harborcoat
Pretty Persuasion
You're born to be a
camera
Time After Time
was my least favorite song
Time After Time was my least favorite song
The singer, he had long hair
And the drummer, he knew restraint
And the bass man, he had all the right moves
And the guitar player was no saint
So let's go way back
To the ancient times
When there were no fifty states
And on a hill, there stands
Sherman
Sherman and his mates
And they're marching through Georgia (marching through Georgia)
They're marching through Georgia (G-G-G-G-Georgia)
They're marching through Georgia (marching through Georgia)
Marching through Georgia (G-G-G-G-Georgia)
And there stands R.E.M.","Unseen Power Of The Picket Fence","http://lyrics.fandom.com/wiki/Pavement:Unseen_Power_Of_The_Picket_Fence"
"Brighten The Corners (1997)","Out beyond the call of duty, hold your instincts hostage and stick near me
Let's drink a toast, it's the most I can stand to cry about
The mental energy you wasted on this wedding invitation
Let's thank the host, you've been such a great host, the roast was just so perfectly prepared
Now I know you care
Now I know you care
We are underused
We are underused
Simply put, I want to grow old, dying does not meet my expectations
Let's drink a toast to all those who arrived alive to tell about their struggles in hushed tones around a fire
It's late winter, let's sink the ship, mix out blood, just the tip
A crip is sleeping on the basement stairs
Oh, I know he's there
Oh, I know he's there
We are underused
We are underused
We are underused
We are underused
We are underused
We are underused
We are underused
We are underused
We are underused
We are underused","We Are Underused","http://lyrics.fandom.com/wiki/Pavement:We_Are_Underused"
"Wowee Zowee (1995)","There is no castration fear
In a chair you will be with me
We'll dance, we'll dance, we'll dance, we'll dance
But no one will dance with us
In this zany town, chim-chim-chim, sing a song of praise
For your elders, they're in the back
Pick out some Brazilian nuts for your engagement
Check that expiration, man, it's later than you think
You can't enjoy yourself, I can't enjoy myself
You can't enjoy yourself, I can't enjoy myself
Move that swing and watch it break strafe like an arc
But I won't be there to leave you, 'cause I don't have a clue anymore
Maybe we could dance
Maybe we could dance
Maybe we could dance together
Together, together, together
First time you'll see
And then you'll be
Five times forever
And you'll never get lost","We Dance","http://lyrics.fandom.com/wiki/Pavement:We_Dance"
"Wowee Zowee (1995)","Your western homes are locked forever
The new frontier is not that near
Magnetic screens that fold in backward
Will only bring you years of fear
This is what I always wanted,
A new home with a place to breathe
Bring your congregation someday
And you will never...
Never see what I want
I can't see what I want
Can't see what I want
I can't see what I want
What I want
Can't see","Western Homes","http://lyrics.fandom.com/wiki/Pavement:Western_Homes"
"Unknown","Three o' three... the seconds they are sequins
And the minute string, ravelled 'round the mannequin
Of formless space, a party line at last that we can
All embrace - and segue to the burning masses!
Ten to eleven... don't question... just get in
I think that we are losing a way
Westie... you cannot drum
Half past noon, visualize a centaur baying
At the moon... his profile is a silver circle
Brings to mind the portraits on the coinages and
Lincoln's beard, and why's he got a horse's body?
(Griffin, a cruiser) you'll love her... you'll lose her
I think that we are losing our way
Westie... you cannot drum
Five nineteen, deluded like a Dixie-Crat...
I don't ya
Clog latrine, and clean it like a Dixie-Crat...
And deck the halls with spirulina
Dry route to Devon
So great, like Heaven
I think that we are losing a way
Westie... you cannot drum
No... Westie... you cannot drum","Westie Can Drum","http://lyrics.fandom.com/wiki/Pavement:Westie_Can_Drum"
"Terror Twilight (1999)","Tangled in the midst of all the trust
The way you pissed inside the brain file
Technology drives
Show me your dots now
Who was it that said the world
Was mainly all divorces and spare change?
Let's lethalize our slingshots
And swallow propane
You are a light
The calm in the day
You are a light
The calm in the day
Senior year abroad
I ripped the pea out of the pod
In store for three months of exile in Spain
Where was the danger?
Watch out for the gypsy children in the electric dresses
They're insane
I hear they live in crematoriums
And smoke your remains
You are a light
The calm in the day
You are a light
The calm in the day
My drive stick, gotta love it, automatic
Oh, everybody's gotta ride in something
High life, lived, comatoased him, bring it on in
Oh, I hope it arrives by Monday
Dry ice, skid, button your slips and porridge and nippers
I have to die on Sunday
Irate kid, laundromat spinners, and let's act like winners
And oh, gotta roam 'cause I am the isolator
Gotta roam 'cause I am the isolator","You Are A Light","http://lyrics.fandom.com/wiki/Pavement:You_Are_A_Light"
"Westing (By Musket And Sextant) (1993)","You're killing me
You're killing me again
It's not my fault
It's not my fault again
A sign, a sign, a sign on the door
You're killing me
You're killing me again
You're killing me
You're killing me again
It's not my fault
It's not my fault again
There's a line, a line, a line for the whore
You're killing me
You're killing me again","You're Killing Me","http://lyrics.fandom.com/wiki/Pavement:You%27re_Killing_Me"
"Unknown","Your time to change, your life arranged
She's not sure what to say
He's about to lose his mind today
And it's all about to change, about to change
I find it hard every time you stand
She's not sure what to say
He's about to lose his mind today
And it's all about to change, about to change
She's not sure how to play
He's about to lose all of that
And it's all about to change, about to change
She found the tongue, the tongue you won
She's not sure what to say
He's about to lose his mind today
And it's all about to change, about to change
About to change
About to change
About to change
About to change
About to change
About to change","Your Time To Change","http://lyrics.fandom.com/wiki/Pavement:Your_Time_To_Change"
"Slanted And Enchanted (1992)","I can't sing it strong enough
'Cause that kind of strength I just don't have
If you watch the lights change, please
Don't hold them hanging
You think it's easy, but you're wrong
I am not one half of the problem
Zürich is stained and it's not my fault
Just hold me back or let me run
So what does it mean, a mistake or two?
If it's the kind of mistakes no one can trace
To the fountain where we sold it
And held them hanging
You think it's easy, but you're wrong
I am not one half of the problem
Zürich is stained and it's not my fault
Just hold me back or let me run
You think it's easy, but you're wrong
I am not one half of the problem
Zürich is stained and it's not my fault
Just hold me back or let me run","Zürich Is Stained","http://lyrics.fandom.com/wiki/Pavement:Z%C3%BCrich_Is_Stained"
